policy,cell_code,combo_key,feature,feature_label,n_cycles,cycle_start,cycle_end,value_start,value_end,delta_abs,delta_pct,spearman_rho,spearman_pvalue,slope_per_cycle,slope_per_100_cycles,linear_r2
5_2C_50PER_4_25C,739478,5_2C_50PER_4_25C|739478,main_peak_height_dqdv,peak_height,468,1.0,468.0,3.743,1.875,-1.8679999999999999,-49.90649211862143,-0.995137546403996,0.0,-0.0034744498792247157,-0.3474449879224716,0.9207871977253461
5_2C_50PER_4_25C,739478,5_2C_50PER_4_25C|739478,main_peak_prominence,peak_prominence,468,1.0,468.0,3.743,1.875,-1.8679999999999999,-49.90649211862143,-0.995137546403996,0.0,-0.0034744498792247157,-0.3474449879224716,0.9207871977253461
5_2C_50PER_4_25C,739478,5_2C_50PER_4_25C|739478,main_peak_skewness,peak_skewness,468,1.0,468.0,-0.322,-0.206,0.11600000000000002,36.0248447204969,0.962481167455407,4.053403224427768e-266,0.0002017277895062417,0.020172778950624172,0.8357738072484429
5_2C_50PER_4_25C,739478,5_2C_50PER_4_25C|739478,main_peak_temp_avg_c,peak_temp_avg,468,1.0,468.0,33.82,33.48,-0.3400000000000034,-1.0053222945003057,-0.08292413904601746,0.07309872413845046,-0.00033701354628840394,-0.03370135462884039,0.007154418799650397
5_2C_50PER_4_25C,739478,5_2C_50PER_4_25C|739478,main_peak_temp_max_c,peak_temp_max,468,1.0,468.0,36.5,36.33,-0.1700000000000017,-0.4657534246575389,0.07577066110297383,0.10160108251146259,0.0003251063551808235,0.03251063551808235,0.00635013456932132
5_2C_50PER_4_25C,739478,5_2C_50PER_4_25C|739478,main_peak_temp_min_c,peak_temp_min,468,1.0,468.0,31.25,31.1,-0.14999999999999858,-0.47999999999999543,-0.1070985622350844,0.020483644374439728,-0.0005027753202830447,-0.05027753202830447,0.012909307844894413
5_2C_50PER_4_25C,739478,5_2C_50PER_4_25C|739478,main_peak_voltage_v,peak_voltage,468,1.0,468.0,3.123,3.042,-0.0810000000000004,-2.5936599423631255,-0.966696565237165,5.79304521019865e-278,-0.00015897879592787983,-0.015897879592787982,0.8294678240458981
5_2C_50PER_4_25C,739478,5_2C_50PER_4_25C|739478,main_peak_width_v,peak_width,468,1.0,468.0,0.326,0.315,-0.01100000000000001,-3.3742331288343586,-0.5252839559194096,1.4946256444003995e-34,-1.2083674153410633e-05,-0.0012083674153410633,0.06711379493004743
5_2C_58PER_4C,460641,5_2C_58PER_4C|460641,main_peak_area,peak_area,546,1.0,546.0,1.19,0.674,-0.5159999999999999,-43.36134453781512,-0.999097655347312,0.0,-0.0008180874221965752,-0.08180874221965752,0.9230852053558372
5_2C_58PER_4C,460641,5_2C_58PER_4C|460641,main_peak_height_dqdv,peak_height,546,1.0,546.0,3.708,2.085,-1.6230000000000002,-43.770226537216836,-0.9963932081909995,0.0,-0.002658538033759003,-0.2658538033759003,0.9331177372802628
5_2C_58PER_4C,460641,5_2C_58PER_4C|460641,main_peak_prominence,peak_prominence,546,1.0,546.0,3.708,2.085,-1.6230000000000002,-43.770226537216836,-0.9963932081909995,0.0,-0.002658538033759003,-0.2658538033759003,0.9331177372802628
5_2C_58PER_4C,460641,5_2C_58PER_4C|460641,main_peak_skewness,peak_skewness,546,1.0,546.0,-0.326,-0.21,0.11600000000000002,35.582822085889575,0.9591045859094502,2.3290173044111077e-300,0.00016209704456186517,0.016209704456186518,0.8733682400608063
5_2C_58PER_4C,460641,5_2C_58PER_4C|460641,main_peak_temp_avg_c,peak_temp_avg,546,1.0,546.0,32.76,32.52,-0.23999999999999488,-0.732600732600717,0.09073087930633468,0.0340405827076598,0.00018936198564863598,0.018936198564863598,0.010995407383530997
5_2C_58PER_4C,460641,5_2C_58PER_4C|460641,main_peak_temp_max_c,peak_temp_max,546,1.0,546.0,35.46,35.37,-0.09000000000000341,-0.25380710659899436,0.3453619777779867,9.695297125532266e-17,0.0007886804505894502,0.07886804505894503,0.1337669090223873
5_2C_58PER_4C,460641,5_2C_58PER_4C|460641,main_peak_temp_min_c,peak_temp_min,546,1.0,546.0,30.67,30.4,-0.2700000000000031,-0.8803390935767952,0.07292413636326547,0.08868899520258774,0.00016769581323528457,0.016769581323528456,0.006367367708251304
5_2C_58PER_4C,460641,5_2C_58PER_4C|460641,main_peak_voltage_v,peak_voltage,546,1.0,546.0,3.114,3.048,-0.06599999999999984,-2.119460500963386,-0.9586703132015072,3.881338346869654e-299,-0.00011507094116825193,-0.011507094116825193,0.8750747589924128
5_2C_58PER_4C,460641,5_2C_58PER_4C|460641,main_peak_width_v,peak_width,546,1.0,546.0,0.331,0.329,-0.0020000000000000018,-0.6042296072507558,0.3176787972531717,2.872799022494354e-14,5.965320927667679e-06,0.0005965320927667679,0.15590455955697413
5_2C_58PER_4C,737291,5_2C_58PER_4C|737291,main_peak_area,peak_area,496,1.0,496.0,1.202,0.606,-0.596,-49.58402662229617,-0.9990333641038163,0.0,-0.0009887708951657182,-0.09887708951657181,0.9034654877485916
5_2C_58PER_4C,737291,5_2C_58PER_4C|737291,main_peak_height_dqdv,peak_height,496,1.0,496.0,3.841,1.935,-1.9060000000000001,-49.62249414215048,-0.9966286389592044,0.0,-0.0031217865354394255,-0.31217865354394253,0.9174836626359524
5_2C_58PER_4C,737291,5_2C_58PER_4C|737291,main_peak_prominence,peak_prominence,496,1.0,496.0,3.841,1.935,-1.9060000000000001,-49.62249414215048,-0.9966286389592044,0.0,-0.0031217865354394255,-0.31217865354394253,0.9174836626359524
5_2C_58PER_4C,737291,5_2C_58PER_4C|737291,main_peak_skewness,peak_skewness,496,1.0,496.0,-0.317,-0.216,0.101,31.861198738170348,0.9803708774567895,0.0,0.00019774261404202392,0.01977426140420239,0.9219937566206087
5_2C_58PER_4C,737291,5_2C_58PER_4C|737291,main_peak_temp_avg_c,peak_temp_avg,496,1.0,496.0,32.16,32.91,0.75,2.332089552238806,0.7075448860276091,1.6473157376665574e-76,0.001878133414366869,0.1878133414366869,0.48425336585777223
5_2C_58PER_4C,737291,5_2C_58PER_4C|737291,main_peak_temp_max_c,peak_temp_max,496,1.0,496.0,34.23,35.16,0.9299999999999997,2.7169149868536366,0.7331514872917532,9.30972134492476e-85,0.0022177778302266875,0.22177778302266876,0.5118888708471138
5_2C_58PER_4C,737291,5_2C_58PER_4C|737291,main_peak_temp_min_c,peak_temp_min,496,1.0,496.0,29.98,30.95,0.9699999999999989,3.235490326884586,0.6558313119772835,2.6086246576040002e-62,0.0019411970355859103,0.19411970355859104,0.41648760987775746
5_2C_58PER_4C,737291,5_2C_58PER_4C|737291,main_peak_voltage_v,peak_voltage,496,1.0,496.0,3.125,3.049,-0.07600000000000007,-2.432000000000002,-0.9394111349034548,7.715642401907373e-232,-0.00011872633651370552,-0.011872633651370552,0.8098739250926533
5_2C_58PER_4C,737291,5_2C_58PER_4C|737291,main_peak_width_v,peak_width,496,1.0,496.0,0.322,0.319,-0.0030000000000000027,-0.9316770186335411,-0.19793385046820283,8.95055662140188e-06,-5.339416754683402e-06,-0.0005339416754683402,0.07197493513666164
5_2C_58PER_4C,737318,5_2C_58PER_4C|737318,main_peak_area,peak_area,511,1.0,511.0,1.201,0.592,-0.6090000000000001,-50.70774354704414,-0.9994495813271627,0.0,-0.0009494452018821256,-0.09494452018821256,0.8921249493633675
5_2C_58PER_4C,737318,5_2C_58PER_4C|737318,main_peak_height_dqdv,peak_height,511,1.0,511.0,3.839,1.91,-1.929,-50.24746027611358,-0.9966008542210335,0.0,-0.002976103660642344,-0.2976103660642344,0.904615371067504
5_2C_58PER_4C,737318,5_2C_58PER_4C|737318,main_peak_prominence,peak_prominence,511,1.0,511.0,3.839,1.91,-1.929,-50.24746027611358,-0.9966008542210335,0.0,-0.002976103660642344,-0.2976103660642344,0.904615371067504
5_2C_58PER_4C,737318,5_2C_58PER_4C|737318,main_peak_skewness,peak_skewness,511,1.0,511.0,-0.32,-0.219,0.101,31.5625,0.975652982857164,0.0,0.0001706718732013359,0.01706718732013359,0.8944141892680099
5_2C_58PER_4C,737318,5_2C_58PER_4C|737318,main_peak_temp_avg_c,peak_temp_avg,511,1.0,511.0,31.95,32.0,0.05000000000000071,0.15649452269170802,0.278547980534429,1.469510196538064e-10,0.0004040493337744957,0.04040493337744957,0.0640578097687351
5_2C_58PER_4C,737318,5_2C_58PER_4C|737318,main_peak_temp_max_c,peak_temp_max,511,1.0,511.0,33.14,33.26,0.11999999999999744,0.3621001810500828,0.2068613652567082,2.4074432667851547e-06,0.0003668025857602941,0.03668025857602941,0.0345300741373018
5_2C_58PER_4C,737318,5_2C_58PER_4C|737318,main_peak_temp_min_c,peak_temp_min,511,1.0,511.0,31.11,30.92,-0.18999999999999773,-0.6107360977177684,0.3623733842445179,2.6563689824950953e-17,0.0006947207393230945,0.06947207393230945,0.12074482018720423
5_2C_58PER_4C,737318,5_2C_58PER_4C|737318,main_peak_voltage_v,peak_voltage,511,1.0,511.0,3.128,3.045,-0.08300000000000018,-2.6534526854220006,-0.9524329019365905,7.863442068663086e-265,-0.00012053166729020808,-0.012053166729020808,0.8248633585909968
5_2C_58PER_4C,737318,5_2C_58PER_4C|737318,main_peak_width_v,peak_width,511,1.0,511.0,0.322,0.316,-0.006000000000000005,-1.8633540372670823,-0.3819772071220094,3.385378101139803e-19,-8.365949119374838e-06,-0.0008365949119374838,0.16563688616768735
5_2C_58PER_4C,737383,5_2C_58PER_4C|737383,main_peak_area,peak_area,470,1.0,470.0,1.194,0.572,-0.622,-52.09380234505863,-0.9995556710024643,0.0,-0.0011281159493994226,-0.11281159493994226,0.9093439385969855
5_2C_58PER_4C,737383,5_2C_58PER_4C|737383,main_peak_height_dqdv,peak_height,470,1.0,470.0,3.795,1.844,-1.9509999999999998,-51.409749670619235,-0.9967587020997886,0.0,-0.0035210930228727877,-0.35210930228727877,0.9209420115639635
5_2C_58PER_4C,737383,5_2C_58PER_4C|737383,main_peak_prominence,peak_prominence,470,1.0,470.0,3.795,1.844,-1.9509999999999998,-51.409749670619235,-0.9967587020997886,0.0,-0.0035210930228727877,-0.35210930228727877,0.9209420115639635
5_2C_58PER_4C,737383,5_2C_58PER_4C|737383,main_peak_skewness,peak_skewness,470,1.0,470.0,-0.313,-0.197,0.11599999999999999,37.06070287539936,0.9778720691202267,4.007e-320,0.00023114942392561604,0.023114942392561604,0.9040038312849301
5_2C_58PER_4C,737383,5_2C_58PER_4C|737383,main_peak_temp_avg_c,peak_temp_avg,470,1.0,470.0,31.59,31.37,-0.21999999999999886,-0.6964229186451373,-0.6292156886462033,3.497609672694556e-53,-0.001059589089189074,-0.1059589089189074,0.39446892491541263
5_2C_58PER_4C,737383,5_2C_58PER_4C|737383,main_peak_temp_max_c,peak_temp_max,470,1.0,470.0,33.38,33.04,-0.3400000000000034,-1.018573996405043,-0.497303163829442,9.892698878144218e-31,-0.0009117512354977505,-0.09117512354977504,0.2453290499042744
5_2C_58PER_4C,737383,5_2C_58PER_4C|737383,main_peak_temp_min_c,peak_temp_min,470,1.0,470.0,29.88,29.99,0.10999999999999943,0.36813922356090845,-0.4688366483209588,4.6506992067478476e-27,-0.0008275186512985686,-0.08275186512985687,0.2066675848783669
5_2C_58PER_4C,737383,5_2C_58PER_4C|737383,main_peak_voltage_v,peak_voltage,470,1.0,470.0,3.126,3.038,-0.08800000000000008,-2.8150991682661575,-0.9633593729053923,1.2941855165715766e-269,-0.00015370634870870344,-0.015370634870870344,0.8678760482654178
5_2C_58PER_4C,737383,5_2C_58PER_4C|737383,main_peak_width_v,peak_width,470,1.0,470.0,0.324,0.315,-0.009000000000000008,-2.77777777777778,-0.45279118733924334,3.895330845324749e-25,-1.2411467915490295e-05,-0.0012411467915490295,0.239132863767479
5_2C_58PER_4C,739494,5_2C_58PER_4C|739494,main_peak_area,peak_area,506,1.0,506.0,1.199,0.6,-0.5990000000000001,-49.9582985821518,-0.9983154923403061,0.0,-0.0009662710546845788,-0.09662710546845787,0.8932739443560939
5_2C_58PER_4C,739494,5_2C_58PER_4C|739494,main_peak_height_dqdv,peak_height,506,1.0,506.0,3.76,1.924,-1.8359999999999999,-48.829787234042556,-0.9934263214889663,0.0,-0.0030791102007036285,-0.30791102007036286,0.9071903621576722
5_2C_58PER_4C,739494,5_2C_58PER_4C|739494,main_peak_prominence,peak_prominence,506,1.0,506.0,3.76,1.924,-1.8359999999999999,-48.829787234042556,-0.9934263214889663,0.0,-0.0030791102007036285,-0.30791102007036286,0.9071903621576722
5_2C_58PER_4C,739494,5_2C_58PER_4C|739494,main_peak_skewness,peak_skewness,506,1.0,506.0,-0.331,-0.219,0.11200000000000002,33.8368580060423,0.9394670769019126,1.3657660475915109e-236,0.00016352081310523652,0.016352081310523653,0.8540349394957081
5_2C_58PER_4C,739494,5_2C_58PER_4C|739494,main_peak_temp_avg_c,peak_temp_avg,506,1.0,506.0,34.25,33.19,-1.0600000000000023,-3.094890510948912,0.0629955708174354,0.15708275501520708,0.0002738552218999151,0.02738552218999151,0.007139793952270379
5_2C_58PER_4C,739494,5_2C_58PER_4C|739494,main_peak_temp_max_c,peak_temp_max,506,1.0,506.0,36.17,35.38,-0.7899999999999991,-2.184130494885262,0.19026317551423794,1.6421716652245933e-05,0.0008664215019392283,0.08664215019392282,0.047411176336788374
5_2C_58PER_4C,739494,5_2C_58PER_4C|739494,main_peak_temp_min_c,peak_temp_min,506,1.0,506.0,32.8,31.4,-1.3999999999999986,-4.268292682926825,0.003634104254439805,0.9350083415360403,-1.1703254194422397e-06,-0.00011703254194422397,8.853243349538076e-08
5_2C_58PER_4C,739494,5_2C_58PER_4C|739494,main_peak_voltage_v,peak_voltage,506,1.0,506.0,3.125,3.05,-0.07500000000000018,-2.4000000000000057,-0.9484913997752916,9.356146828345327e-254,-0.00013062753664097685,-0.013062753664097685,0.84550495683941
5_2C_58PER_4C,739494,5_2C_58PER_4C|739494,main_peak_width_v,peak_width,506,1.0,506.0,0.329,0.318,-0.01100000000000001,-3.3434650455927075,-0.16776223810033478,0.00014986826715115647,-2.750195266503148e-06,-0.0002750195266503148,0.013446699744572466
5_2C_58PER_4C_NEWSTRUCTURE,737245,5_2C_58PER_4C_NEWSTRUCTURE|737245,main_peak_area,peak_area,874,1.0,874.0,1.171,0.613,-0.558,-47.65157984628523,-0.9987400594620223,0.0,-0.0004932808039821635,-0.04932808039821635,0.8527018123171178
5_2C_58PER_4C_NEWSTRUCTURE,737245,5_2C_58PER_4C_NEWSTRUCTURE|737245,main_peak_height_dqdv,peak_height,874,1.0,874.0,3.912,1.969,-1.9429999999999998,-49.66768916155419,-0.9976654905330153,0.0,-0.00171015044558954,-0.171015044558954,0.882445586460599
5_2C_58PER_4C_NEWSTRUCTURE,737245,5_2C_58PER_4C_NEWSTRUCTURE|737245,main_peak_prominence,peak_prominence,874,1.0,874.0,3.912,1.969,-1.9429999999999998,-49.66768916155419,-0.9976654905330153,0.0,-0.00171015044558954,-0.171015044558954,0.882445586460599
5_2C_58PER_4C_NEWSTRUCTURE,737245,5_2C_58PER_4C_NEWSTRUCTURE|737245,main_peak_skewness,peak_skewness,874,1.0,874.0,-0.326,-0.214,0.11200000000000002,34.355828220858896,0.9846159305236322,0.0,9.580567285537849e-05,0.009580567285537848,0.8835957265152747
5_2C_58PER_4C_NEWSTRUCTURE,737245,5_2C_58PER_4C_NEWSTRUCTURE|737245,main_peak_temp_avg_c,peak_temp_avg,874,1.0,874.0,33.31,33.41,0.09999999999999432,0.300210147102955,-0.07059855963739735,0.03691009718204836,-0.000284048804215798,-0.0284048804215798,0.024720376241583186
5_2C_58PER_4C_NEWSTRUCTURE,737245,5_2C_58PER_4C_NEWSTRUCTURE|737245,main_peak_temp_max_c,peak_temp_max,874,1.0,874.0,35.75,35.57,-0.17999999999999972,-0.5034965034965028,-0.175419746209621,1.797760198606669e-07,-0.00038880293517294467,-0.03888029351729447,0.04916201368772055
5_2C_58PER_4C_NEWSTRUCTURE,737245,5_2C_58PER_4C_NEWSTRUCTURE|737245,main_peak_temp_min_c,peak_temp_min,874,1.0,874.0,30.98,31.33,0.34999999999999787,1.129761136216907,0.042233437700280325,0.21227376540615675,0.00013624379190920252,0.013624379190920253,0.0008822623547347641
5_2C_58PER_4C_NEWSTRUCTURE,737245,5_2C_58PER_4C_NEWSTRUCTURE|737245,main_peak_voltage_v,peak_voltage,874,1.0,874.0,3.117,3.052,-0.06499999999999995,-2.0853384664741723,-0.9582032531666941,0.0,-6.13792482101672e-05,-0.00613792482101672,0.8287995428240787
5_2C_58PER_4C_NEWSTRUCTURE,737245,5_2C_58PER_4C_NEWSTRUCTURE|737245,main_peak_width_v,peak_width,874,1.0,874.0,0.309,0.317,0.008000000000000007,2.5889967637540474,0.39671905018720083,2.538357010640815e-34,7.688391754824278e-06,0.0007688391754824277,0.3045834544117887
5_2C_58PER_4C_NEWSTRUCTURE,737286,5_2C_58PER_4C_NEWSTRUCTURE|737286,main_peak_area,peak_area,1190,1.0,1190.0,1.191,0.736,-0.45500000000000007,-38.2031905961377,-0.9959553256581208,0.0,-0.00026680538483217633,-0.026680538483217633,0.8317507295640806
5_2C_58PER_4C_NEWSTRUCTURE,737286,5_2C_58PER_4C_NEWSTRUCTURE|737286,main_peak_height_dqdv,peak_height,1190,1.0,1190.0,3.726,2.268,-1.4580000000000002,-39.1304347826087,-0.9875227120634813,0.0,-0.000896356665848406,-0.0896356665848406,0.848256485989473
5_2C_58PER_4C_NEWSTRUCTURE,737286,5_2C_58PER_4C_NEWSTRUCTURE|737286,main_peak_prominence,peak_prominence,1190,1.0,1190.0,3.726,2.268,-1.4580000000000002,-39.1304347826087,-0.9875227120634813,0.0,-0.000896356665848406,-0.0896356665848406,0.848256485989473
5_2C_58PER_4C_NEWSTRUCTURE,737286,5_2C_58PER_4C_NEWSTRUCTURE|737286,main_peak_skewness,peak_skewness,1190,1.0,1190.0,-0.328,-0.267,0.061,18.597560975609756,0.8275750574666538,3.4737672080997605e-300,3.120083453786435e-05,0.003120083453786435,0.6654016681602835
5_2C_58PER_4C_NEWSTRUCTURE,737286,5_2C_58PER_4C_NEWSTRUCTURE|737286,main_peak_temp_avg_c,peak_temp_avg,1190,1.0,1190.0,32.55,33.42,0.8700000000000045,2.6728110599078483,0.7815264903624184,1.108562012874615e-245,0.0009065583240539561,0.09065583240539561,0.627712039428172
5_2C_58PER_4C_NEWSTRUCTURE,737286,5_2C_58PER_4C_NEWSTRUCTURE|737286,main_peak_temp_max_c,peak_temp_max,1190,1.0,1190.0,33.71,34.18,0.46999999999999886,1.394245031148024,0.6481856647800276,9.207022517281802e-143,0.0006438488036916316,0.06438488036916316,0.4028801107880995
5_2C_58PER_4C_NEWSTRUCTURE,737286,5_2C_58PER_4C_NEWSTRUCTURE|737286,main_peak_temp_min_c,peak_temp_min,1190,1.0,1190.0,30.86,32.71,1.8500000000000014,5.994815294880109,0.8140445472109852,1.3163906862708854e-282,0.00131935619726916,0.131935619726916,0.6594319157231017
5_2C_58PER_4C_NEWSTRUCTURE,737286,5_2C_58PER_4C_NEWSTRUCTURE|737286,main_peak_voltage_v,peak_voltage,1190,1.0,1190.0,3.121,3.085,-0.03600000000000003,-1.1534764498558165,-0.7959188505573452,3.408658958006739e-261,-2.4264255701963492e-05,-0.002426425570196349,0.6195582592804354
5_2C_58PER_4C_NEWSTRUCTURE,737286,5_2C_58PER_4C_NEWSTRUCTURE|737286,main_peak_width_v,peak_width,1190,1.0,1190.0,0.329,0.332,0.0030000000000000027,0.9118541033434658,0.686221995967861,2.0355932335516708e-166,6.094923537161698e-06,0.0006094923537161697,0.42239289471505703
5_2C_58PER_4C_NEWSTRUCTURE,739489,5_2C_58PER_4C_NEWSTRUCTURE|739489,main_peak_area,peak_area,947,1.0,947.0,1.177,0.635,-0.542,-46.04927782497876,-0.9974494635731946,0.0,-0.00043934298312050635,-0.04393429831205063,0.8341518324434607
5_2C_58PER_4C_NEWSTRUCTURE,739489,5_2C_58PER_4C_NEWSTRUCTURE|739489,main_peak_height_dqdv,peak_height,947,1.0,947.0,3.69,2.011,-1.6789999999999998,-45.50135501355013,-0.9896726787687983,0.0,-0.0014126801966475966,-0.14126801966475966,0.8509420056629674
5_2C_58PER_4C_NEWSTRUCTURE,739489,5_2C_58PER_4C_NEWSTRUCTURE|739489,main_peak_prominence,peak_prominence,947,1.0,947.0,3.69,2.011,-1.6789999999999998,-45.50135501355013,-0.9875521483494035,0.0,-0.0013998645360981641,-0.1399864536098164,0.8054598606695675
5_2C_58PER_4C_NEWSTRUCTURE,739489,5_2C_58PER_4C_NEWSTRUCTURE|739489,main_peak_skewness,peak_skewness,947,1.0,947.0,-0.328,-0.227,0.101,30.79268292682927,0.9207055829323786,0.0,6.806166659540587e-05,0.006806166659540587,0.19587430004253503
5_2C_58PER_4C_NEWSTRUCTURE,739489,5_2C_58PER_4C_NEWSTRUCTURE|739489,main_peak_temp_avg_c,peak_temp_avg,947,1.0,947.0,33.17,33.41,0.23999999999999488,0.723545372324374,0.5691553262795868,2.121412651069638e-82,0.0006816030577042556,0.06816030577042556,0.3018787766377249
5_2C_58PER_4C_NEWSTRUCTURE,739489,5_2C_58PER_4C_NEWSTRUCTURE|739489,main_peak_temp_max_c,peak_temp_max,947,1.0,947.0,35.39,34.83,-0.5600000000000023,-1.5823679005368814,0.4032801658578663,2.4179308360174917e-38,0.0005790276412656203,0.057902764126562034,0.1519368620515864
5_2C_58PER_4C_NEWSTRUCTURE,739489,5_2C_58PER_4C_NEWSTRUCTURE|739489,main_peak_temp_min_c,peak_temp_min,947,1.0,947.0,31.59,32.18,0.5899999999999999,1.8676796454574227,0.5832714460686974,2.0793869035398567e-87,0.0009499640668549265,0.09499640668549265,0.32138129683511807
5_2C_58PER_4C_NEWSTRUCTURE,739489,5_2C_58PER_4C_NEWSTRUCTURE|739489,main_peak_voltage_v,peak_voltage,947,1.0,947.0,3.113,3.054,-0.05900000000000016,-1.895277867009321,-0.899835243075455,0.0,-5.430773992682739e-05,-0.005430773992682739,0.6194154925884745
5_2C_58PER_4C_NEWSTRUCTURE,739489,5_2C_58PER_4C_NEWSTRUCTURE|739489,main_peak_width_v,peak_width,947,1.0,947.0,0.329,0.322,-0.007000000000000006,-2.127659574468087,0.14403262051945429,8.597612328953997e-06,2.5661728132914023e-06,0.0002566172813291402,0.01025969664811377
5_2C_58PER_4C_SLOWCYCLE,737258,5_2C_58PER_4C_SLOWCYCLE|737258,main_peak_area,peak_area,459,1.0,459.0,1.171,0.684,-0.487,-41.58838599487617,-0.9989542292931445,0.0,-0.0009922278436088052,-0.09922278436088053,0.9704388505869201
5_2C_58PER_4C_SLOWCYCLE,737258,5_2C_58PER_4C_SLOWCYCLE|737258,main_peak_height_dqdv,peak_height,459,1.0,459.0,3.849,2.168,-1.681,-43.67368147570797,-0.9978761851217253,0.0,-0.0033403326421385477,-0.33403326421385476,0.9766205761686502
5_2C_58PER_4C_SLOWCYCLE,737258,5_2C_58PER_4C_SLOWCYCLE|737258,main_peak_prominence,peak_prominence,459,1.0,459.0,3.849,2.168,-1.681,-43.67368147570797,-0.9978761851217253,0.0,-0.0033403326421385477,-0.33403326421385476,0.9766205761686502
5_2C_58PER_4C_SLOWCYCLE,737258,5_2C_58PER_4C_SLOWCYCLE|737258,main_peak_skewness,peak_skewness,459,1.0,459.0,-0.319,-0.219,0.1,31.347962382445143,0.9870776034611134,0.0,0.00021631492670481196,0.021631492670481197,0.9559321828202659
5_2C_58PER_4C_SLOWCYCLE,737258,5_2C_58PER_4C_SLOWCYCLE|737258,main_peak_temp_avg_c,peak_temp_avg,459,1.0,459.0,32.3,32.65,0.3500000000000014,1.0835913312693544,0.21836199580255386,2.328450089382398e-06,0.00039017758866100944,0.03901775886610094,0.052744682919177444
5_2C_58PER_4C_SLOWCYCLE,737258,5_2C_58PER_4C_SLOWCYCLE|737258,main_peak_temp_max_c,peak_temp_max,459,1.0,459.0,34.48,35.31,0.8300000000000054,2.4071925754060484,0.41514690318628644,1.5047083604413063e-20,0.0008860794365212068,0.08860794365212067,0.17533900876612518
5_2C_58PER_4C_SLOWCYCLE,737258,5_2C_58PER_4C_SLOWCYCLE|737258,main_peak_temp_min_c,peak_temp_min,459,1.0,459.0,30.34,30.35,0.010000000000001563,0.032959789057355186,0.21907740835260306,2.1534659292177986e-06,0.00038719192505815665,0.03871919250581567,0.0012927709640859764
5_2C_58PER_4C_SLOWCYCLE,737258,5_2C_58PER_4C_SLOWCYCLE|737258,main_peak_voltage_v,peak_voltage,459,1.0,459.0,3.115,3.06,-0.05500000000000016,-1.7656500802568267,-0.9562362292976435,4.737768927551752e-246,-0.00012556539608437868,-0.012556539608437868,0.9112617315918168
5_2C_58PER_4C_SLOWCYCLE,737258,5_2C_58PER_4C_SLOWCYCLE|737258,main_peak_width_v,peak_width,459,1.0,459.0,0.313,0.322,0.009000000000000008,2.875399361022367,0.3570098098754586,3.038905054819018e-15,8.692053493760652e-06,0.0008692053493760653,0.2052930858544888
5_2C_66PER_3_5C,460492,5_2C_66PER_3_5C|460492,main_peak_area,peak_area,526,1.0,526.0,1.161,0.699,-0.4620000000000001,-39.793281653746774,-0.9984362311365209,0.0,-0.0007565507979225055,-0.07565507979225054,0.8844761563668236
5_2C_66PER_3_5C,460492,5_2C_66PER_3_5C|460492,main_peak_height_dqdv,peak_height,526,1.0,526.0,3.592,2.15,-1.4420000000000002,-40.14476614699332,-0.9926949170219955,0.0,-0.0024126385812512233,-0.24126385812512233,0.8881452509598519
5_2C_66PER_3_5C,460492,5_2C_66PER_3_5C|460492,main_peak_prominence,peak_prominence,526,1.0,526.0,3.592,2.15,-1.4420000000000002,-40.14476614699332,-0.9926949170219955,0.0,-0.0024126385812512233,-0.24126385812512233,0.8881452509598519
5_2C_66PER_3_5C,460492,5_2C_66PER_3_5C|460492,main_peak_skewness,peak_skewness,526,1.0,526.0,-0.319,-0.222,0.097,30.407523510971785,0.9322243472292118,1.8231079347045273e-233,0.00014003234361326965,0.014003234361326965,0.8042891632252722
5_2C_66PER_3_5C,460492,5_2C_66PER_3_5C|460492,main_peak_temp_avg_c,peak_temp_avg,526,1.0,526.0,33.31,33.73,0.4199999999999946,1.2608826178324664,0.1310602373991965,0.002598104767056119,0.00021447835358844562,0.021447835358844564,0.021075066507904805
5_2C_66PER_3_5C,460492,5_2C_66PER_3_5C|460492,main_peak_temp_max_c,peak_temp_max,526,1.0,526.0,35.98,37.08,1.1000000000000014,3.05725403001668,0.3480080227465093,2.0210551502147498e-16,0.0006664487063069573,0.06664487063069573,0.13330697065351693
5_2C_66PER_3_5C,460492,5_2C_66PER_3_5C|460492,main_peak_temp_min_c,peak_temp_min,526,1.0,526.0,30.83,30.77,-0.05999999999999872,-0.19461563412260371,0.11951882030969689,0.006061247627258167,0.0001928157599357603,0.01928157599357603,0.013899271758856413
5_2C_66PER_3_5C,460492,5_2C_66PER_3_5C|460492,main_peak_voltage_v,peak_voltage,526,1.0,526.0,3.113,3.055,-0.05799999999999983,-1.8631545133311864,-0.9152710333054266,4.6670356802037906e-209,-0.00010190880915104174,-0.010190880915104174,0.7902450210740188
5_2C_66PER_3_5C,460492,5_2C_66PER_3_5C|460492,main_peak_width_v,peak_width,526,1.0,526.0,0.333,0.331,-0.0020000000000000018,-0.6006006006006012,0.09015830955795749,0.03872993245928207,2.7698006714026415e-06,0.0002769800671402641,0.03798721804858174
5_2C_71PER_3C,460628,5_2C_71PER_3C|460628,main_peak_area,peak_area,486,1.0,486.0,1.157,0.652,-0.505,-43.64736387208297,-0.9993852834374161,0.0,-0.0008777996523588103,-0.08777996523588102,0.9312018531080561
