policy,cell_code,main_peak_area__cycle_end,main_peak_height_dqdv__cycle_end,main_peak_prominence__cycle_end,main_peak_skewness__cycle_end,main_peak_temp_avg_c__cycle_end,main_peak_temp_max_c__cycle_end,main_peak_temp_min_c__cycle_end,main_peak_voltage_v__cycle_end,main_peak_width_v__cycle_end,main_peak_area__cycle_start,main_peak_height_dqdv__cycle_start,main_peak_prominence__cycle_start,main_peak_skewness__cycle_start,main_peak_temp_avg_c__cycle_start,main_peak_temp_max_c__cycle_start,main_peak_temp_min_c__cycle_start,main_peak_voltage_v__cycle_start,main_peak_width_v__cycle_start,main_peak_area__delta_abs,main_peak_height_dqdv__delta_abs,main_peak_prominence__delta_abs,main_peak_skewness__delta_abs,main_peak_temp_avg_c__delta_abs,main_peak_temp_max_c__delta_abs,main_peak_temp_min_c__delta_abs,main_peak_voltage_v__delta_abs,main_peak_width_v__delta_abs,main_peak_area__delta_pct,main_peak_height_dqdv__delta_pct,main_peak_prominence__delta_pct,main_peak_skewness__delta_pct,main_peak_temp_avg_c__delta_pct,main_peak_temp_max_c__delta_pct,main_peak_temp_min_c__delta_pct,main_peak_voltage_v__delta_pct,main_peak_width_v__delta_pct,main_peak_area__linear_r2,main_peak_height_dqdv__linear_r2,main_peak_prominence__linear_r2,main_peak_skewness__linear_r2,main_peak_temp_avg_c__linear_r2,main_peak_temp_max_c__linear_r2,main_peak_temp_min_c__linear_r2,main_peak_voltage_v__linear_r2,main_peak_width_v__linear_r2,main_peak_area__n_cycles,main_peak_height_dqdv__n_cycles,main_peak_prominence__n_cycles,main_peak_skewness__n_cycles,main_peak_temp_avg_c__n_cycles,main_peak_temp_max_c__n_cycles,main_peak_temp_min_c__n_cycles,main_peak_voltage_v__n_cycles,main_peak_width_v__n_cycles,main_peak_area__slope_per_100_cycles,main_peak_height_dqdv__slope_per_100_cycles,main_peak_prominence__slope_per_100_cycles,main_peak_skewness__slope_per_100_cycles,main_peak_temp_avg_c__slope_per_100_cycles,main_peak_temp_max_c__slope_per_100_cycles,main_peak_temp_min_c__slope_per_100_cycles,main_peak_voltage_v__slope_per_100_cycles,main_peak_width_v__slope_per_100_cycles,main_peak_area__slope_per_cycle,main_peak_height_dqdv__slope_per_cycle,main_peak_prominence__slope_per_cycle,main_peak_skewness__slope_per_cycle,main_peak_temp_avg_c__slope_per_cycle,main_peak_temp_max_c__slope_per_cycle,main_peak_temp_min_c__slope_per_cycle,main_peak_voltage_v__slope_per_cycle,main_peak_width_v__slope_per_cycle,main_peak_area__spearman_pvalue,main_peak_height_dqdv__spearman_pvalue,main_peak_prominence__spearman_pvalue,main_peak_skewness__spearman_pvalue,main_peak_temp_avg_c__spearman_pvalue,main_peak_temp_max_c__spearman_pvalue,main_peak_temp_min_c__spearman_pvalue,main_peak_voltage_v__spearman_pvalue,main_peak_width_v__spearman_pvalue,main_peak_area__spearman_rho,main_peak_height_dqdv__spearman_rho,main_peak_prominence__spearman_rho,main_peak_skewness__spearman_rho,main_peak_temp_avg_c__spearman_rho,main_peak_temp_max_c__spearman_rho,main_peak_temp_min_c__spearman_rho,main_peak_voltage_v__spearman_rho,main_peak_width_v__spearman_rho,main_peak_area__value_end,main_peak_height_dqdv__value_end,main_peak_prominence__value_end,main_peak_skewness__value_end,main_peak_temp_avg_c__value_end,main_peak_temp_max_c__value_end,main_peak_temp_min_c__value_end,main_peak_voltage_v__value_end,main_peak_width_v__value_end,main_peak_area__value_start,main_peak_height_dqdv__value_start,main_peak_prominence__value_start,main_peak_skewness__value_start,main_peak_temp_avg_c__value_start,main_peak_temp_max_c__value_start,main_peak_temp_min_c__value_start,main_peak_voltage_v__value_start,main_peak_width_v__value_start
5_6C_65PER_3C,460513,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.4899999999999999,-1.5389999999999997,-1.5389999999999997,0.11900000000000002,0.6600000000000037,1.2899999999999991,0.18000000000000327,-0.06700000000000017,-0.0020000000000000018,-41.880341880341874,-42.350027517886616,-42.350027517886616,36.61538461538462,1.992753623188417,3.6297129994372512,0.5838469023678342,-2.149502726981077,-0.6024096385542174,0.9111586795241877,0.9169884844516247,0.9169884844516247,0.8174977641997779,0.017827361529998198,0.2764613606756816,0.00736797161463465,0.8545443359665429,0.08549812086017716,452,452,452,452,452,452,452,452,452,-0.09637648427706233,-0.3109852583610524,-0.3109852583610524,0.020636774140647195,0.031196831151230633,0.1670727743916995,-0.025227171043318848,-0.014533183599112532,0.0005552788394852798,-0.0009637648427706233,-0.003109852583610524,-0.003109852583610524,0.00020636774140647194,0.0003119683115123063,0.0016707277439169952,-0.0002522717104331885,-0.00014533183599112532,5.5527883948527975e-06,0.0,0.0,0.0,3.0678144097998737e-211,0.017154212783714363,2.722688011215556e-32,0.04733013663628912,3.5528181597061015e-227,3.984766444042717e-05,-0.9979338046577985,-0.9927614155920047,-0.9927614155920047,0.9393339097514929,0.11206201816233712,0.5172440481953549,-0.09334289157326753,-0.9487087926610387,0.19197237289530203,0.68,2.095,2.095,-0.206,33.78,36.83,31.01,3.05,0.33,1.17,3.634,3.634,-0.325,33.12,35.54,30.83,3.117,0.332
5_9C_15PER_4_6C_NEWSTRUCTURE,737320,857.0,857.0,857.0,857.0,857.0,857.0,857.0,857.0,857.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.392,-1.2440000000000002,-1.2440000000000002,0.07800000000000001,0.3000000000000007,0.14000000000000057,0.46000000000000085,-0.03500000000000014,0.0010000000000000009,-33.59040274207369,-34.37413650179608,-34.37413650179608,23.92638036809816,0.9652509652509677,0.44472681067344527,1.4959349593495963,-1.123595505617982,0.3012048192771087,0.9115771871772215,0.9205975299869915,0.9205975299869915,0.7605386021410371,0.33991629349413555,0.2814762325646252,0.39723654408959286,0.701939527890123,0.38506065383111876,857,857,857,857,857,857,857,857,857,-0.03629563492048369,-0.1217404968231038,-0.1217404968231038,0.005887838646919999,0.09321640801537343,0.08292218147287725,0.1056668987780569,-0.003929945015452877,0.0008081968086984157,-0.00036295634920483687,-0.001217404968231038,-0.001217404968231038,5.8878386469199986e-05,0.0009321640801537342,0.0008292218147287725,0.0010566689877805691,-3.929945015452877e-05,8.081968086984157e-06,0.0,0.0,0.0,2.3560121067491073e-265,1.6566357360896025e-64,7.162059847903548e-53,2.3867934735519396e-77,5.640955101203525e-238,1.9076525567662304e-110,-0.9988354039451307,-0.9923340790290613,-0.9923340790290613,0.8704108001209757,0.5345857901773092,0.489635201483197,0.5774016260396632,-0.8480081214763284,0.6648716593713794,0.775,2.375,2.375,-0.248,31.38,31.62,31.21,3.08,0.333,1.167,3.619,3.619,-0.326,31.08,31.48,30.75,3.115,0.332
5_9C_15PER_4_6C_NEWSTRUCTURE,737386,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.4129999999999999,-1.354,-1.354,0.067,0.5399999999999991,0.6499999999999986,0.6600000000000001,-0.051000000000000156,0.0040000000000000036,-35.238907849829346,-36.6738894907909,-36.6738894907909,21.54340836012862,1.6304347826086931,1.8330513254371084,2.1373056994818658,-1.6304347826087005,1.2232415902140683,0.9218625547268244,0.9321721168365847,0.9321721168365847,0.8488300941419793,0.5425372507370796,0.5177876894724138,0.6564522852809267,0.7693652705617602,0.2429900296559404,875,875,875,875,875,875,875,875,875,-0.03674977139095523,-0.1202067252705919,-0.1202067252705919,0.00667778260421755,0.12536395186894755,0.1281064185180024,0.149119749940662,-0.004356970448754926,0.0005123887741987016,-0.0003674977139095523,-0.001202067252705919,-0.001202067252705919,6.67778260421755e-05,0.0012536395186894757,0.0012810641851800238,0.0014911974994066199,-4.3569704487549266e-05,5.123887741987016e-06,0.0,0.0,0.0,0.0,1.0235009044372167e-124,5.29783143161624e-114,8.402360220755208e-188,1.6915945621533462e-299,1.1641779095025274e-53,-0.998872050504462,-0.9941409334344273,-0.9941409334344273,0.9254866119560025,0.6900675002105819,0.6676660798088891,0.7901605254191871,-0.8896897044809834,0.4884624962961882,0.759,2.338,2.338,-0.244,33.66,36.11,31.54,3.077,0.331,1.172,3.692,3.692,-0.311,33.12,35.46,30.88,3.128,0.327
5_9C_60PER_3_1C_NEWSTRUCTURE,737279,730.0,730.0,730.0,730.0,730.0,730.0,730.0,730.0,730.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.42199999999999993,-1.4209999999999998,-1.4209999999999998,0.07200000000000001,1.3799999999999955,1.0300000000000011,1.9099999999999966,-0.05099999999999971,0.009000000000000008,-35.58178752107926,-37.73234200743494,-37.73234200743494,22.712933753943222,4.146634615384602,2.8948847667228814,6.098339719029363,-1.6293929712459971,2.77777777777778,0.9028534244206647,0.908450745754968,0.908450745754968,0.7465517747895902,0.7888463643622751,0.7374303601259864,0.8464050609477232,0.7107142481246405,0.3342438331902491,730,730,730,730,730,730,730,730,730,-0.04258186013659533,-0.14241832456004994,-0.14241832456004994,0.006652384487671941,0.19244940063817592,0.16278098085717163,0.25251822500894505,-0.004593397083366131,0.0008446906346616474,-0.0004258186013659533,-0.0014241832456004994,-0.0014241832456004994,6.652384487671941e-05,0.0019244940063817592,0.0016278098085717163,0.0025251822500894504,-4.593397083366131e-05,8.446906346616473e-06,0.0,0.0,0.0,5.2649900401540327e-228,6.645636043654067e-247,2.9223407120311856e-210,1.801505983466073e-290,6.32747911876308e-210,8.357277198126348e-80,-0.9989404437550125,-0.9926205136920152,-0.9926205136920152,0.8719586229733767,0.8873048241332986,0.855484386432106,0.9157120829148271,-0.8551515247249016,0.6233018475853259,0.764,2.345,2.345,-0.245,34.66,36.61,33.23,3.079,0.333,1.186,3.766,3.766,-0.317,33.28,35.58,31.32,3.13,0.324
5_9C_60PER_3_1C_NEWSTRUCTURE,737285,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.41400000000000003,-1.3050000000000002,-1.3050000000000002,0.08000000000000002,0.6899999999999977,0.36999999999999744,1.1800000000000033,-0.04600000000000026,-0.0010000000000000009,-35.65891472868217,-36.07962399778823,-36.07962399778823,24.844720496894414,2.0517395182872367,1.0269220094365734,3.7353592909148565,-1.4748316768195018,-0.3021148036253779,0.8872283249640863,0.8963019524546665,0.8963019524546665,0.7222598437047663,0.4072959061783371,0.3508845568367591,0.5644999404547306,0.6857457814401497,0.2398610840707054,1001,1001,1001,1001,1001,1001,1001,1001,1001,-0.027789777886783898,-0.0922919009134576,-0.0922919009134576,0.004765060089610979,0.09898664210041437,0.0873229764247719,0.1363446852548659,-0.0034958526503436516,0.00047265429181598677,-0.00027789777886783897,-0.0009229190091345759,-0.0009229190091345759,4.7650600896109786e-05,0.0009898664210041437,0.0008732297642477189,0.001363446852548659,-3.495852650343652e-05,4.726542918159868e-06,0.0,0.0,0.0,7.336940597972108e-298,9.687213852199717e-80,8.039520483294e-71,2.45499067862662e-155,7.168525239821049e-279,1.0908853325364406e-64,-0.9986826265751256,-0.9913208459196956,-0.9913208459196956,0.8625656020862413,0.548610977459906,0.5212569103872904,0.7116182231801279,-0.8488874496631915,0.5008849695865041,0.747,2.312,2.312,-0.242,34.32,36.4,32.77,3.073,0.33,1.161,3.617,3.617,-0.322,33.63,36.03,31.59,3.119,0.331
6C-30PER_3_6C,460433,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.266,-0.8940000000000001,-0.8940000000000001,0.03300000000000003,2.049999999999997,1.8999999999999986,2.3099999999999987,-0.016000000000000014,0.0050000000000000044,-22.334172963895885,-23.890967397113847,-23.890967397113847,10.476190476190485,6.2883435582822,5.370265686828713,7.684630738522951,-0.512163892445583,1.5243902439024404,0.9334911363105876,0.9111431108286016,0.9111431108286016,0.33793144815004683,0.07888408628100774,0.08500993434157678,0.09247249898393572,0.3854841863815519,0.14445661718595315,889,889,889,889,889,889,889,889,889,-0.02455254644186772,-0.08115390146532298,-0.08115390146532298,0.0021973614139410486,0.11256238733899397,0.1114236764285474,0.12977382913682908,-0.002191638055567599,0.0004239640482231298,-0.0002455254644186772,-0.0008115390146532298,-0.0008115390146532298,2.1973614139410487e-05,0.0011256238733899397,0.001114236764285474,0.0012977382913682907,-2.1916380555675986e-05,4.239640482231298e-06,0.0,0.0,0.0,1.0606691278058491e-86,1.1751488113101988e-53,1.0322803635861852e-58,1.9263034405104604e-57,1.3021010881611536e-104,7.708302038958594e-30,-0.9809078369874479,-0.9670459300932329,-0.9670459300932329,0.5962839635642387,0.4850719191699396,0.5050160109071045,0.5001256289750386,-0.6424033579540738,0.36766183302820893,0.925,2.848,2.848,-0.282,34.65,37.28,32.37,3.108,0.333,1.191,3.742,3.742,-0.315,32.6,35.38,30.06,3.124,0.328
6C-30PER_3_6C,460477,1013.0,1013.0,1013.0,1013.0,1013.0,1013.0,1013.0,1013.0,1013.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.3869999999999999,-1.251,-1.251,0.05499999999999999,0.39000000000000057,0.5,0.259999999999998,-0.04699999999999971,0.0040000000000000036,-32.63069139966272,-33.80167522291273,-33.80167522291273,17.080745341614904,1.2295081967213133,1.4753614635585717,0.8724832214765034,-1.5073765234124346,1.2121212121212133,0.8445845325704777,0.8430644408045544,0.8430644408045544,0.427676770887933,0.0066201934161861375,0.008049635829570856,0.012592378820361017,0.45932863847223204,0.18123779284354258,1012,1012,1012,1012,1012,1012,1012,1012,1012,-0.02860096863248773,-0.09376960423931678,-0.09376960423931678,0.0028640435159709597,0.03193571129995345,0.03402381790503017,0.0456309621164038,-0.0030572421644786,0.0004380799573293311,-0.0002860096863248773,-0.0009376960423931678,-0.0009376960423931678,2.8640435159709597e-05,0.00031935711299953447,0.0003402381790503017,0.00045630962116403797,-3.0572421644786e-05,4.380799573293311e-06,0.0,0.0,0.0,3.225308381773717e-133,2.047585318661657e-22,9.354541501908103e-24,5.527294729665928e-26,2.790559020290156e-141,6.080126904218163e-57,-0.98303338840599,-0.9710161653478395,-0.9710161653478395,0.6707216689026606,0.2994719735023411,0.30850789037565124,0.3228704811794381,-0.6853484053827505,0.4707399875995574,0.799,2.45,2.45,-0.267,32.11,34.39,30.06,3.071,0.334,1.186,3.701,3.701,-0.322,31.72,33.89,29.8,3.118,0.33
6C-40PER_3C,460617,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.4009999999999999,-1.38,-1.38,0.067,0.39000000000000057,0.4200000000000017,0.370000000000001,-0.040000000000000036,0.014000000000000012,-33.58458961474036,-36.849132176234974,-36.849132176234974,20.743034055727556,1.1659192825112124,1.1428571428571475,1.208755308722643,-1.2795905310300715,4.255319148936174,0.909604201602403,0.9035126797087385,0.9035126797087385,0.6978446623058867,0.1317638398696389,0.16046691715816663,0.1657160191453354,0.6182553341324962,0.49553838686802,852,852,852,852,852,852,852,852,852,-0.03859605713431677,-0.13200815175069106,-0.13200815175069106,0.005359103677240263,0.12922871800296562,0.13674300137838802,0.15771475345336014,-0.0038436575344244473,0.0012149229265935911,-0.0003859605713431677,-0.0013200815175069107,-0.0013200815175069107,5.3591036772402623e-05,0.0012922871800296561,0.00136743001378388,0.0015771475345336015,-3.843657534424447e-05,1.214922926593591e-05,0.0,0.0,0.0,1.7493332282775084e-218,9.189782677356723e-70,1.508734044519181e-82,2.6023831672183067e-78,6.747634820099176e-177,6.443213391567212e-134,-0.9937665483709321,-0.983596966998321,-0.983596966998321,0.8307667246571344,0.5542133434741422,0.5944851476533715,0.581749589265662,-0.782260968166032,0.7143415275062855,0.793,2.365,2.365,-0.256,33.84,37.17,30.98,3.086,0.343,1.194,3.745,3.745,-0.323,33.45,36.75,30.61,3.126,0.329
6C-40PER_3C,460630,1016.0,1016.0,1016.0,1016.0,1016.0,1016.0,1016.0,1016.0,1016.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.3939999999999999,-1.302,-1.302,0.065,-0.8599999999999994,-0.8399999999999963,-0.46000000000000085,-0.04300000000000015,0.007000000000000006,-33.164983164983155,-35.0,-35.0,20.061728395061728,-2.609223300970872,-2.353600448304837,-1.5062213490504284,-1.3764404609475078,2.127659574468087,0.8719272906436094,0.8650242426540526,0.8650242426540526,0.5900240667748202,0.003134537638548096,0.005755518898925116,0.0003622518946497788,0.5815401291204026,0.23028091771119052,1015,1015,1015,1015,1015,1015,1015,1015,1015,-0.030224223655372973,-0.10004758676232571,-0.10004758676232571,0.003719809712624897,-0.018841084978637894,-0.024044208052851873,0.006753023705131667,-0.003619087631389074,0.0005541510433008088,-0.0003022422365537297,-0.0010004758676232571,-0.0010004758676232571,3.719809712624897e-05,-0.00018841084978637893,-0.00024044208052851875,6.753023705131667e-05,-3.619087631389074e-05,5.541510433008088e-06,0.0,0.0,0.0,7.1736586241792055e-208,6.357411265033632e-07,0.000816804673315142,3.13496567036398e-20,1.1748646510007176e-205,2.827156409836325e-89,-0.9914793333563378,-0.9797397137765746,-0.9797397137765746,0.7793439468543261,0.15555366596150594,0.10489689028910734,0.2836092918301215,-0.7767930196221259,0.5720503945884751,0.794,2.418,2.418,-0.259,32.1,34.85,30.08,3.081,0.336,1.188,3.72,3.72,-0.324,32.96,35.69,30.54,3.124,0.329
6C-40PER_3_6C,460659,869.0,869.0,869.0,869.0,869.0,869.0,869.0,869.0,869.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.41300000000000003,-1.323,-1.323,0.056999999999999995,0.490000000000002,0.5200000000000031,0.7200000000000024,-0.038000000000000256,0.0030000000000000027,-34.330839567747304,-35.34597916110072,-35.34597916110072,17.325227963525833,1.497555012224945,1.480637813211854,2.3645320197044417,-1.217948717948726,0.9063444108761337,0.8930629857693239,0.8861287982617753,0.8861287982617753,0.6958350796745503,0.05017986399889296,0.050662810296504435,0.07522562159609858,0.6008028691923936,0.26949833047854266,868,868,868,868,868,868,868,868,868,-0.03705563384748882,-0.12272123117648626,-0.12272123117648626,0.004319253746178914,0.07329902087242719,0.07051623762420542,0.09520917041534652,-0.003779756564311942,0.0006914405785634736,-0.0003705563384748882,-0.0012272123117648625,-0.0012272123117648625,4.319253746178914e-05,0.0007329902087242719,0.0007051623762420542,0.0009520917041534651,-3.779756564311942e-05,6.914405785634736e-06,0.0,0.0,0.0,6.754625500935441e-220,8.218416641028002e-32,1.4719288008698352e-33,5.21726760131343e-44,2.763591989499062e-174,9.420216672982378e-67,-0.9900767645077645,-0.9818047344835131,-0.9818047344835131,0.8281056221739541,0.3835977934670791,0.3936792485571913,0.4476918145690958,-0.774314039660173,0.53963805470332,0.79,2.42,2.42,-0.272,33.21,35.64,31.17,3.082,0.334,1.203,3.743,3.743,-0.329,32.72,35.12,30.45,3.12,0.331
6C-40PER_3_6C,463198,841.0,841.0,841.0,841.0,841.0,841.0,841.0,841.0,841.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.3979999999999999,-1.294,-1.294,0.067,1.769999999999996,1.75,1.9299999999999962,-0.029999999999999805,0.006000000000000005,-33.501683501683495,-35.15349089921217,-35.15349089921217,20.679012345679013,5.329719963866293,4.846302963168098,6.274382314694396,-0.9621552277100643,1.8018018018018032,0.9036188898691828,0.9048022583346127,0.9048022583346127,0.08903944957687115,0.12166323242482402,0.145048692511905,0.15130200905627844,0.6108968483035848,0.30762465047566734,840,840,840,840,840,840,840,840,840,-0.0381487076937466,-0.12834892258715072,-0.12834892258715072,0.0056559867168583765,0.12205554632102682,0.12945351598935398,0.14545503688558276,-0.004189961801452162,0.0009245224877829636,-0.000381487076937466,-0.0012834892258715073,-0.0012834892258715073,5.6559867168583765e-05,0.0012205554632102682,0.00129453515989354,0.0014545503688558276,-4.1899618014521625e-05,9.245224877829637e-06,0.0,0.0,0.0,9.95118186318505e-234,1.2652184656749418e-67,8.949300819001775e-83,5.39385935100505e-69,6.149453446468508e-209,1.600835991872769e-122,-0.993559665203434,-0.9862274344836892,-0.9862274344836892,0.8484126851741582,0.5501441855807412,0.5985301520019175,0.554865763918761,-0.8239726020000656,0.6956870293584161,0.79,2.387,2.387,-0.257,34.98,37.86,32.69,3.088,0.339,1.188,3.681,3.681,-0.324,33.21,36.11,30.76,3.118,0.333
6C-50PER_3C,460507,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.3929999999999999,-1.299,-1.299,0.068,0.4399999999999977,0.6599999999999966,0.5599999999999987,-0.0389999999999997,0.008000000000000007,-33.08080808080807,-35.165132647536545,-35.165132647536545,20.987654320987655,1.32530120481927,1.8267367838361377,1.8276762402088733,-1.2508017960230822,2.4169184290030232,0.9154722389928714,0.9091221610590451,0.9091221610590451,0.6848247892956799,0.1393168557652601,0.17226088525032046,0.16610276175555938,0.6520016190840138,0.4846178935158376,858,858,858,858,858,858,858,858,858,-0.03777981805089929,-0.12864314720357495,-0.12864314720357495,0.0051187821745429345,0.13859848555697196,0.14847317040581454,0.16323335544350287,-0.004009735454130094,0.0011262033418810886,-0.00037779818050899294,-0.0012864314720357495,-0.0012864314720357495,5.118782174542935e-05,0.0013859848555697197,0.0014847317040581453,0.0016323335544350288,-4.009735454130094e-05,1.1262033418810886e-05,0.0,0.0,0.0,2.194554546111804e-222,2.426601215057627e-75,2.6133543348150155e-86,1.428320990738655e-81,4.864862220045805e-189,9.473928982375166e-123,-0.9931161540721916,-0.9859799892337286,-0.9859799892337286,0.8331279364746921,0.5708353450359711,0.6036538765225817,0.5899359797838749,-0.7962622653073169,0.69093236096899,0.795,2.395,2.395,-0.256,33.64,36.79,31.2,3.079,0.339,1.188,3.694,3.694,-0.324,33.2,36.13,30.64,3.118,0.331
6C-50PER_3C,460644,916.0,916.0,916.0,916.0,916.0,916.0,916.0,916.0,916.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.3889999999999999,-1.3529999999999998,-1.3529999999999998,0.03999999999999998,1.6300000000000026,1.6199999999999974,1.740000000000002,-0.04400000000000004,0.014000000000000012,-32.47078464106844,-35.65217391304347,-35.65217391304347,12.98701298701298,5.052696838189717,4.7175305765870625,5.725567620927944,-1.406200063918186,4.307692307692312,0.9051812854197137,0.896069197806976,0.896069197806976,0.6481672629156907,0.0467409795458682,0.059329890395415585,0.06320057132272228,0.6204499860861787,0.4417675230722846,915,915,915,915,915,915,915,915,915,-0.034470861001533154,-0.11619441329370594,-0.11619441329370594,0.004098924580263918,0.07356785492352542,0.08126940350726485,0.08950143275990978,-0.0036799913155624838,0.0008931702943983475,-0.00034470861001533154,-0.0011619441329370594,-0.0011619441329370594,4.098924580263918e-05,0.0007356785492352542,0.0008126940350726484,0.0008950143275990978,-3.679991315562484e-05,8.931702943983474e-06,0.0,0.0,0.0,6.271424091835332e-203,4.2432733431291165e-43,4.6476513409193904e-51,6.520331111840676e-53,9.324111537257597e-190,3.9527650159983133e-109,-0.9924094556170817,-0.9843335409704391,-0.9843335409704391,0.7979154809096728,0.4329642744664988,0.4682997511121592,0.4759622669667072,-0.7821291922970728,0.6458500458186277,0.809,2.442,2.442,-0.268,33.89,35.96,32.13,3.085,0.339,1.198,3.795,3.795,-0.308,32.26,34.34,30.39,3.129,0.325
6C-50PER_3_6C,460481,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.44300000000000006,-1.54,-1.54,0.05199999999999999,0.010000000000001563,-0.030000000000001137,0.029999999999997584,-0.06299999999999972,0.014000000000000012,-36.28173628173628,-39.45682808096336,-39.45682808096336,17.105263157894733,0.033068783068788236,-0.09829619921363413,0.09983361064891043,-2.0127795527156462,4.347826086956526,0.8933051025199015,0.8849764788493567,0.8849764788493567,0.45365484899330377,0.024120608001743093,0.02148736832427145,0.02820912553812749,0.6636435891143546,0.3051477415187035,874,874,874,874,874,874,874,874,874,-0.038325750728232355,-0.12985477589087002,-0.12985477589087002,0.005142286464705016,0.0563520589910471,0.05306615710050403,0.06143627109009992,-0.004170903277916858,0.0009846921202603832,-0.00038325750728232354,-0.0012985477589087001,-0.0012985477589087001,5.142286464705016e-05,0.000563520589910471,0.0005306615710050403,0.0006143627109009992,-4.1709032779168584e-05,9.846921202603831e-06,0.0,0.0,0.0,2.1842533339678303e-251,1.2407797193428843e-18,2.203940640208959e-15,3.451195276121145e-21,2.439971230457127e-211,4.00544098191111e-115,-0.9917512997144737,-0.9853379760491764,-0.9853379760491764,0.8554265313636781,0.2919367189299158,0.26382395799520336,0.31202005520121606,-0.8176850294958558,0.6703872592458407,0.778,2.363,2.363,-0.252,30.25,30.49,30.08,3.067,0.336,1.221,3.903,3.903,-0.304,30.24,30.52,30.05,3.13,0.322
6C-50PER_3_6C,460615,708.0,708.0,708.0,708.0,708.0,708.0,708.0,708.0,708.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.41999999999999993,-1.4539999999999997,-1.4539999999999997,0.07,0.509999999999998,0.5900000000000034,0.5700000000000003,-0.04800000000000004,0.01599999999999996,-34.94176372712146,-38.46560846560846,-38.46560846560846,21.60493827160494,1.5501519756838844,1.6666666666666763,1.8566775244299685,-1.5335463258785957,4.8780487804877914,0.8860459779231434,0.8833144772387571,0.8833144772387571,0.7137913975905519,0.09243975571534568,0.11287008947963517,0.11803940563383442,0.6355131033024504,0.5483465347621888,707,707,707,707,707,707,707,707,707,-0.046368357932721184,-0.16055168975045972,-0.16055168975045972,0.007245643694070573,0.12594211667220892,0.13730561643780828,0.14760607168001993,-0.0051302034290840424,0.0016812647112614664,-0.00046368357932721185,-0.0016055168975045973,-0.0016055168975045973,7.245643694070573e-05,0.0012594211667220892,0.0013730561643780829,0.0014760607168001992,-5.130203429084042e-05,1.6812647112614664e-05,0.0,0.0,0.0,1.252846312421601e-178,4.737467157208687e-47,2.58187367133744e-64,7.978254938169379e-54,1.3343492729129678e-143,1.711246950719682e-122,-0.9921272824245042,-0.9838121360427139,-0.9838121360427139,0.8271696774783448,0.5051296570746878,0.5782174370869971,0.5359809561534873,-0.7765899817051835,0.7378883800624315,0.782,2.326,2.326,-0.254,33.41,35.99,31.27,3.082,0.344,1.202,3.78,3.78,-0.324,32.9,35.4,30.7,3.13,0.328
